billed_entity_id,billed_entity_number,billed_entity_name,billed_entity_city,billed_entity_state,billed_entity_zip_code,billed_entity_zip_code_ext,billed_entity_email,billed_entity_phone,billed_entity_phone_ext
8833,16039534,YELED VYALDA EARLY CHILDHOOD CENTER,BROOKLYN,NY,11218,,yhonig@yeled.org,718-686-3700,3514
8834,129553,BUCKEYE LOCAL SCHOOL DISTRICT,MEDINA,OH,44256,9411,erate@naa.com,216-831-2626,
8835,68523,ARIE CROWN HEBREW DAY SCHOOL,SKOKIE,IL,60076,2034,,847-982-9191,
8836,140940,NOCONA INDEP SCHOOL DISTRICT,NOCONA,TX,76255,2104,malissa.swofford@noconaisd.net,940-825-3267,1025
8837,64302,ST HELENA CATHOLIC SCHOOL,MINNEAPOLIS,MN,55406,3860,rian@sainthelenaschool.us,612-729-9301,
8838,133336,SPARTA SCHOOL DISTRICT,SPARTA,WI,54656,,lhauser@spartan.org,608-366-3400,
8839,139333,CONCORDIA PARISH LIBRARY,FERRIDAY,LA,71334,2289,,318-757-3550,
8840,128679,LAUREL SCHOOL DISTRICT,LAUREL,MS,39440,,agaleas@laurelschools.org,601-649-6391,
8841,145056,THREE RIVERS SCHOOL DISTRICT,GRANTS PASS,OR,97527,,,541-862-3111,
8842,130532,SCOTT COUNTY SCHOOL DISTRICT 1,AUSTIN,IN,47102,,,812-794-8750,
8843,145166,ONTARIO SCHOOL DISTRICT 8 C,ONTARIO,OR,97914,2723,,541-889-5374,
8844,138194,SPEARVILLE UNIF SCH DIST 381,SPEARVILLE,KS,67876,,dainab@usd381.org,620-385-2676,
8845,17007678,City of Springdale,Springdale,AR,72764,,,479-750-8177,
8846,143094,ASH CREEK ELEM SCH DISTRICT 53,PEARCE,AZ,85625,,,520-824-3340,
8847,17036218,United Talmudical Academy of Lakewood DBA UTA of Lakewood,LAKEWOOD,NJ,08701,4963,lutabookkeeping@gmail.com,732-284-3390,208
8848,130283,PERRY TOWNSHIP SCHOOL CORPORATION,INDIANAPOLIS,IN,46227,,,317-789-3700,
8849,145413,WEST VALLEY SCHOOL DIST 208,YAKIMA,WA,98908,9240,,509-972-6000,
8850,233286,DIOCESE OF SIOUX FALLS,SIOUX FALLS,SD,57104,,,605-988-3779,
8851,140051,Justus-Tiawah Public Schools,Claremore,OK,74019,,sboothe@justustiawah.com,918-341-3626,
8852,144574,GOLD TRAIL UNION ELEM SCH DIST,PLACERVILLE,CA,95667,8929,,530-626-3194,
8853,144577,RESCUE UNION ELEM SCHOOL DIST,RESCUE,CA,95672,9608,erate@rescueusd.org,530-677-4461,
8854,20192,THE CITY SCHOOL,PHILADELPHIA,PA,19104,4505,mkendall@cityschool.org,215-769-5363,
8855,180694,GIBSON MEM LIBRARY,CRESTON,IA,50801,,,515-782-2277,
8856,7640,ACADEMY OF ST. JAMES OF THE MARCHES,TOTOWA,NJ,07512,2074,,973-956-8824,
8857,200260,Saint Patrick's Bilingual School,Guayama,PR,00784,,,787-864-7661,
8858,136518,CARTHAGE PUBLIC LIBRARY,CARTHAGE,IL,62321,,cartlib@mtcnow.net,217-357-3232,
8859,139371,Hamburg School District,Hamburg,AR,71646,,jballard@hsdlions.org,870-853-9851,
8860,17000156,LIU 12 - Entity,New Oxford,PA,17350,,hgkirchner@iu12.org,717-624-6406,
8861,128361,LENOIR CITY SCHOOL DISTRICT,LENOIR CITY,TN,37771,,,865-986-8058,
8862,16065175,Aspen Public Schools,Fresno,CA,93705,1611,erate@aspenps.org,559-225-7737,
8863,139326,MADISON PARISH SCHOOL BOARD,TALLULAH,LA,71282,,teresa.johnson@madisonpsb.org,318-574-3616,
8864,16085540,TULSA EDUCARE INC,TULSA,OK,74129,,,539-832-8200,
8865,16074386,CASCADES ACADEMY,BEND,OR,97701,,,541-382-0699,
8866,132264,GALVA-HOLSTEIN COMM SCH DIST,HOLSTEIN,IA,51025,0320,,712-368-4353,
8867,133715,CHATFIELD SCHOOL DISTRICT 227,CHATFIELD,MN,55923,1021,,507-867-4210,
8868,198310,BE'ER HAGOLAH INSTITUTES,BROOKLYN,NY,11239,,,718-642-6800,
8869,129122,TEAYS VALLEY LOCAL,ASHVILLE,OH,43103,9638,,740-983-5000,
8870,136359,BUNKER HILL C U SCH DISTRICT 8,BUNKER HILL,IL,62014,1102,tdugan@bhcusd.org,618-585-3116,223
8871,75855,ST JOSEPH'S CATHEDRAL SCHOOL,JEFFERSON CITY,MO,65109,0915,techadmin@sjcsmo.org,573-635-5024,
8872,133542,RED WING SCHOOL DISTRICT 256,RED WING,MN,55066,7444,,651-385-4500,
8873,129978,MONTGOMERY CO ED SERVICE CENT,DAYTON,OH,45402,,corey.oconnor@mcesc.org,937-225-4598,3059
8874,136770,WABASH-OHIO VALLEY SP ED DIST,NORRIS CITY,IL,62869,,abaldwin@wovsed.org,618-378-2131,
8875,80847,SACRED HEART SCHOOL,VILLE PLATTE,LA,70586,5504,mary.deville@shsvp.com,337-363-1475,
8876,142459,EAGLE CO SCHOOL DIST RE 50 J,EAGLE,CO,81631,,,970-328-6321,
8877,97243,"ACCLAIM CHARTER SCHOOL, DBA ACCLAIM ACADEMY",PHOENIX,AZ,85033,,,623-628-5054,
8878,141084,THRALL INDEP SCHOOL DISTRICT,THRALL,TX,76578,,,512-898-0062,
8879,132978,MONTICELLO SCHOOL DISTRICT,MONTICELLO,WI,53570,,,608-938-4194,
8880,129610,WEATHERSFIELD SCHOOL DISTRICT,MINERAL RIDGE,OH,44440,9535,,330-652-0287,
8881,122770,West New York School District,West New York,NJ,07093,,,201-330-1000,
8882,138801,BRENIZER PUBLIC LIBRARY,MERNA,NE,68856,5500,,308-643-2268,
8883,16038263,YOUNG SCHOLARS OF CENTRAL PA CHARTER SCHOOL,STATE COLLEGE,PA,16801,,gallaher@yscp.org,814-237-9727,
8884,97125,SS SIMON AND JUDE SCHOOL,PHOENIX,AZ,85017,1804,erate@simonjude.org,602-242-1299,
8885,61046,ST. ANTHONY SCHOOL OF MILWAUKEE,MILWAUKEE,WI,53204,3519,weberd@stanthonymilwaukee.org,414-384-6612,
8886,136612,MOUNT ZION COMM SCHOOL DIST 3,MT ZION,IL,62549,1314,,217-864-2366,
8887,129392,HARRISON HILLS CITY SCH DIST,CADIZ,OH,43907,,,740-942-7800,
8888,127364,GILMER COUNTY SCHOOL DISTRICT,ELLIJAY,GA,30540,,,706-276-5000,
8889,133610,MAPLE LAKE SCHOOL DISTRICT 881,MAPLE LAKE,MN,55358,,Benoitr@maplelake.k12.mn.us,320-963-3171,
8890,125277,AVONWORTH SCHOOL DISTRICT,PITTSBURGH,PA,15237,,bwaters@avonworth.k12.pa.us,412-369-8738,
8891,17006567,LEADING EDGE ACADEMY MARICOPA,MARICOPA,AZ,85138,4220,,520-568-7800,
8892,134067,DELL RAPIDS SCHOOL DISTRICT 49-3,DELL RAPIDS,SD,57022,1036,,605-428-5473,
8893,129042,TAYLOR COUNTY PUBLIC LIBRARY,CAMPBELLSVILLE,KY,42718,1561,,270-465-2562,
8894,134046,ROSEAU SCHOOL DISTRICT 682,ROSEAU,MN,56751,1113,,218-463-1471,
8895,125674,CARLISLE AREA SCHOOL DISTRICT,CARLISLE,PA,17013,2239,burgessn@carlisleschools.org,717-240-6800,13824
8896,129874,NORWOOD CITY SCHOOL DISTRICT,CINCINNATI,OH,45212,3806,,513-924-2500,
8897,223402,PACE CHARTER SCHOOL OF HAMILTON,HAMILTON,NJ,08610,,,609-599-1212,
8898,115249,ST MARK SCHOOL,SHORELINE,WA,98155,3813,principal@stmss.org,206-364-1633,
8899,143653,RANCHO SANTA FE ELEM SCH DIST,RANCHO SANTA F,CA,92067,0809,benh@rsf.k12.ca.us,858-756-1141,105
8900,140148,PRYOR PUBLIC LIBRARY,PRYOR,OK,74361,3828,reratc@pryorlibrary.org,918-825-0777,
8901,115734,QUEEN OF ANGELS SCHOOL,PORT ANGELES,WA,98362,7742,kimball@qofaschool.org,360-457-6903,
8902,124245,Jaclyn Savolainen,RHINEBECK,NY,12572,1419,director@starrlibrary.org,845-876-4030,
8903,232822,ST JUDE EDUCATION INSTITUTE,CHICAGO,IL,60649,,,773-978-1938,
8904,16044919,LEADING EDGE ACADEMY QUEEN CREEK,QUEEN CREEK,AZ,85142,3271,bkrueger@leadingedgeacademy.com,480-655-6787,
8905,123238,EASTAMPTON TWP SCHOOL DISTRICT,EASTAMPTON TWP,NJ,08060,5411,,609-267-9172,
8906,132382,GREEN HILLS AEA,COUNCIL BLUFFS,IA,51503,5747,dfringer@ghaea.org,712-366-0503,
8907,147278,ST. ANTHONY SCHOOL/DM,DES MOINES,IA,50315,7113,mparis@stanthonydsm.org,515-243-1874,
8908,142841,Ogden City SD,OGDEN,UT,84401,,erate@ogdensd.org,801-737-7300,
8909,138888,HILDRETH PUBLIC LIBRARY,HILDRETH,NE,68947,,hildrethlibrary@gmail.com,308-938-3008,
8910,17025234,A+ Charter Schools,Maricopa,AZ,85138,,,520-265-5589,
8911,126476,CHARLOTTESVILLE CITY SCH DIST,CHARLOTTESVLE,VA,22903,1304,,434-245-2400,
8912,223515,RED BANK CHARTER SCHOOL,RED BANK,NJ,07701,,,732-450-2092,
8913,143053,PAYSON UNIF SCHOOL DISTRICT 10,PAYSON,AZ,85541,,,928-474-2070,
8914,132160,WAPSIE VALLEY COMM SCH DIST,FAIRBANK,IA,50629,9138,,319-638-6711,
8915,142289,FOUNTAIN-FT CARSON SCH DIST 8,FOUNTAIN,CO,80817,1703,,719-382-1300,
8916,145407,YAKIMA VALLEY LIBRARIES,YAKIMA,WA,98901,2705,,509-452-8541,
8917,211833,ROWLETT ACADEMY,BRADENTON,FL,34208,,,941-708-6100,
8918,17035498,Rise & Shine Learning Zone LLC,Dorado,PR,00646,,info@riseandshinezone.com,787-362-5354,
8919,59526,ST PATRICK SCHOOL/SHELDON,SHELDON,IA,51201,1520,tech@stpatrickssheldon.org,712-324-3181,
8920,143598,MOUNTAIN VIEW SCHOOL DISTRICT,ONTARIO,CA,91761,8146,,909-947-2205,
8921,133372,Durand-Arkansaw School District,DURAND,WI,54736,1365,gdoverspike@durand.k12.wi.us,715-672-8919,115
8922,213077,PALM BAY ACADEMY CHARTER SCHOOL,PALM BAY,FL,32905,,,321-984-2710,
8923,136479,O'FALLON SCHOOL DISTRICT 90,O FALLON,IL,62269,1353,,618-632-3666,
8924,128043,ST CLAIR COUNTY SCHOOL DIST,ASHVILLE,AL,35953,,,205-594-7131,2258
8925,8401,ARCHWAY PROGRAMS,ATCO,NJ,08004,,noemail@noemail.com,856-767-5757,
8926,131297,PENNFIELD SCHOOLS,BATTLE CREEK,MI,49017,8104,dixona@pennfield.net,269-961-9781,
8927,136453,DUPO SCHOOL DISTRICT 196,DUPO,IL,62239,1469,,618-286-3812,
8928,202199,TRI-UNITY CHRISTIAN SCHOOL,GRANDVILLE,MI,49418,,tcs@tucs.org,616-532-8827,
8929,19756,VALLEY CHRISTIAN SCHOOL,HUNTINGDON VY,PA,19006,6110,,215-947-4581,
8930,16072884,SANKOFA MIDDLE SCHOOL,TULSA,OK,74103,,,918-340-5120,
8931,125376,MT PLEASANT AREA SCH DIST,MT PLEASANT,PA,15666,,sshaner@mpasd.net,724-547-4100,6980
8932,14027722,SCHOOL OF THE INCARNATION,GAMBRILLS,MD,21054,,cagresti@schooloftheincarnation.org,410-519-2285,
8933,125290,AVELLA AREA SCHOOL DISTRICT,AVELLA,PA,15312,2109,,724-356-2218,
8934,144262,OLD ADOBE UNION ELEM SCH DIST,PETALUMA,CA,94954,,,707-765-4321,
8935,137714,GALENA UNIFIED SCHOOL DIST 499,GALENA,KS,66739,1704,,620-783-4499,
8936,123340,AVALON SCHOOL DISTRICT,AVALON,NJ,08202,,,609-967-7544,
8937,127434,JONES COUNTY SCHOOL DISTRICT,GRAY,GA,31032,,abarnett@jones.k12.ga.us,478-986-3032,
8938,17030870,City of Columbia Heights Public Library,COLUMBIA HEIGHTS,MN,55421,3932,chpl@columbiaheightsmn.gov,763-706-3690,
8939,159668,Allen Public Library,ALLEN,OK,74825,0343,director@allen.lib.ok.us,580-857-2933,
8940,133073,MAUSTON SCHOOL DISTRICT,MAUSTON,WI,53948,1921,,608-847-5451,4484
8941,97003,NEW WORLD EDUCATIONAL CENTER,PHOENIX,AZ,85014,,jarmenta@nweccharter.com,602-238-9577,
8942,129728,ELMWOOD LOCAL SCHOOL DISTRICT,BLOOMDALE,OH,44817,9763,fawcd@elmwoodschools.org,419-655-2583,
8943,142990,DYSART UNIFIED SCHOOL DIST 89,SURPRISE,AZ,85374,,,623-876-7078,
8944,16055390,DEBORAH BROWN COMMUNITY SCHOOL,TULSA,OK,74120,,mjones@dbcschool.org,918-425-1407,
8945,139777,GUTHRIE INDEP SCHOOL DIST 1,GUTHRIE,OK,73044,5228,,405-282-8900,
8946,100712,PRESSMAN ACADEMY OF TEMPLE BETH AM,LOS ANGELES,CA,90035,2508,ehuls@pressmanacademy.org,310-652-2002,
8947,136381,HILLSBORO SCHOOL DISTRICT 3,HILLSBORO,IL,62049,2034,,217-532-2942,
8948,16068356,SAINT FRANCIS HIGH SCHOOL,WATSONVILLE,CA,95067,,,831-724-5933,
8949,16055805,MATH AND SCIENCE SUCCESS ACADEMY,TUCSON,AZ,85756,6655,lsamdahl@amstucson.org,520-887-5392,1010
8950,142602,PRESTON SCHOOL DISTRICT 201,PRESTON,ID,83263,1527,,208-852-0283,
8951,17016835,ACADEMY OF MATH AND SCIENCE DESERT SKY,PHOENIX,AZ,85035,,,623-242-2597,
8952,145193,KING COUNTY LIBRARY SYSTEM,ISSAQUAH,WA,98027,,,425-369-3418,
8953,150007,PUTNAM COUNTY PUBLIC LIBRARY DIST.,HENNEPIN,IL,61327,,,815-925-7020,
8954,222618,ACADEMY OF MATH AND SCIENCE - PRINCE,TUCSON,AZ,85705,3023,lsamdahl@amstucson.org,520-887-5392,1010
8955,16076118,"ACADEMY OF MATH AND SCIENCE SOUTH (FLOWER), INC.",PHOENIX,AZ,85017,4802,lsamdahl@amstucson.org,520-887-5392,1010
8956,231416,WHITE LAKE COMMUNITY LIBRARY,WHITE LAKE,SD,57383,,,605-249-2301,
8957,17019097,Academy of Math and Science Schools,Tucson,AZ,85705,,rbiggs@amsschools.org,520-887-5392,1010
8958,144684,GLENN CO OFFICE OF EDUCATION,WILLOWS,CA,95988,2739,,530-934-6575,
8959,89818,CHINQUAPIN PREPARATORY SCHOOL,HIGHLANDS,TX,77562,3152,,281-426-5551,
8960,141801,WEIMAR INDEP SCHOOL DISTRICT,WEIMAR,TX,78962,1900,,979-725-9504,
8961,19035,HOLY INFANCY SCHOOL,BETHLEHEM,PA,18015,,,610-868-2621,
8962,144736,KLAMATH RIVER UNION ELEM S D,HORSE CREEK,CA,96050,9204,rwalsh@sisnet.ssku.k12.ca.us,530-496-3406,
8963,135280,JOHNSBURG C U SCHOOL DIST 12,JOHNSBURG,IL,60051,,,815-385-6916,
8964,133949,CROSBY-IRONTON SCHOOL DISTRICT 182,CROSBY,MN,56441,1135,btollefson@ci.k12.mn.us,218-545-8811,
8965,123860,DIOCESE OF ROCKVILLE CENTRE SCHOOLS,Hicksville,NY,11801,,,516-678-5800,
8966,13236,HOLY ANGELS REGIONAL SCHOOL,PATCHOGUE,NY,11772,,,631-475-0422,
8967,13375,HOLY FAMILY SCHOOL,HICKSVILLE,NY,11801,5611,,516-938-3846,
8968,12759,LONG BEACH CATHOLIC REG SCHOOL,LONG BEACH,NY,11561,2865,,516-432-8900,
8969,13283,MARIA REGINA SCHOOL,SEAFORD,NY,11783,1627,,516-541-1229,
8970,11432,NOTRE DAME SCHOOL,NEW HYDE PARK,NY,11040,2095,,516-354-5618,
8971,13006,Our Lady of Guadalupe Catholic School - East Campus,CENTRAL ISLIP,NY,11722,3016,,631-234-6324,
8972,13034,Our Lady of Guadalupe Catholic School - West Campus,DEER PARK,NY,11729,4213,,631-667-6229,
8973,13457,OUR LADY OF THE HAMPTONS SCH,SOUTHAMPTON,NY,11968,3312,,516-283-9140,
8974,12776,OUR LADY OF LOURDES SCHOOL,MALVERNE,NY,11565,1709,,516-599-7328,
8975,13325,OUR LADY OF MERCY ACADEMY,SYOSSET,NY,11791,3867,,516-921-1047,
8976,16056224,OUR LADY OF PEACE SCHOOL,LYNBROOK,NY,11563,,,516-593-4884,
8977,13411,OUR LADY OF QUEEN OF APOSTLES,CTR MORICHES,NY,11934,3612,,631-878-1033,
8978,11381,OUR LADY OF VICTORY SCHOOL,FLORAL PARK,NY,11001,3147,,516-352-4466,
8979,13272,SS PHILIP & JAMES SCHOOL,SAINT JAMES,NY,11780,1757,,516-584-7896,
8980,12799,ST AGNES CATHEDRAL SCHOOL,ROCKVILLE CTR,NY,11570,4043,,516-678-5550,
8981,17035490,St Anns Catholic Church,Belcourt,ND,58316,,sacsbelcourt@gmail.com,701-477-2667,
8982,12678,ST ANNE SCHOOL,GARDEN CITY,NY,11530,5109,,516-352-1205,
8983,12853,ST BRIGID/OUR LADY OF HOPE SCH,WESTBURY,NY,11590,3114,,516-333-0580,
8984,17006677,New York City Charter School of the Arts,NEW YORK,NY,10005,1001,,404-964-9294,
8985,13323,ST EDWARD CONFESSOR SCHOOL,SYOSSET,NY,11791,3830,,516-921-7767,
8986,12951,ST ELIZABETH A SETON-BELLMORE,BELLMORE,NY,11710,4117,,516-785-5709,
8987,17018747,Saint John Paul II Regional School,Riverhead,NY,11901,,,631-727-1650,
8988,12679,ST JOSEPH SCHOOL,GARDEN CITY,NY,11530,5928,,516-747-2730,
8989,12906,ST MARTIN OF TOURS SCHOOL,AMITYVILLE,NY,11701,3023,,516-264-7166,
8990,13039,ST MARY ELEMENTARY SCHOOL,EAST ISLIP,NY,11730,2303,,631-581-4266,
8991,11424,ST MARY ELEMENTARY SCHOOL,MANHASSET,NY,11030,3020,,516-627-0184,
8992,16055553,RIVERBANK CHARTER SCHOOL OF EXCELLENCE,ROEBLING,NJ,08554,,kelley@riverbank.charter.k12.nj.us,609-499-4321,
8993,11425,ST MARY'S HIGH SCHOOL,MANHASSET,NY,11030,3105,,516-627-2711,
8994,12940,ST PATRICK SCHOOL,BAY SHORE,NY,11706,7822,,631-665-0569,
8995,13095,ST PATRICK SCHOOL,HUNTINGTON,NY,11743,6939,,516-673-5325,
8996,13306,ST PATRICK SCHOOL,SMITHTOWN,NY,11787,2920,,631-724-0285,
8997,13190,ST ROSE OF LIMA SCHOOL,MASSAPEQUA,NY,11758,6023,,516-541-1546,
8998,13287,ST WILLIAM THE ABBOT SCHOOL,SEAFORD,NY,11783,2649,,516-785-6784,
8999,140061,Depew Public Schools,Depew,OK,74028,,lhiett@depew.k12.ok.us,918-324-5466,
9000,140201,KEYS SCHOOL DISTRICT 6,PARK HILL,OK,74451,,vwoods@keys.k12.ok.us,918-458-1835,
9001,140002,SHATTUCK INDEP SCHOOL DIST 42,SHATTUCK,OK,73858,,,580-938-2586,
9002,139988,PIONEER-PLEASANT VALE DIST 56,WAUKOMIS,OK,73773,,,580-758-3282,
9003,9032,CUMBERLAND REGIONAL HIGH SCHOOL,BRIDGETON,NJ,08302,,,609-451-9400,
9004,74221,LOGOS SCHOOL,SAINT LOUIS,MO,63132,4417,,314-997-7002,
9005,40953,ST JOSEPH SCHOOL,MADISON,TN,37115,4612,,615-865-1491,
9006,210543,LORETTO ACADEMY SCHOOL DISTRICT,EL PASO,TX,79903,,renriquez@loretto.org,915-566-8400,
9007,122485,Meriden Public Library,Meriden,CT,06450,,bstarr@meridenct.gov,203-630-4760,
9008,16081389,MARIAN HIGH SCHOOL,HOUSTON,TX,77036,,marianhs1215@yahoo.com,713-429-1256,
9009,124201,CLAVERACK FREE LIBRARY AND READING ROOM ASSOCIATION,CLAVERACK,NY,12513,,tech@claveracklibrary.org,518-851-7120,
9010,127604,LIBERTY COUNTY SCHOOL DISTRICT,BRISTOL,FL,32321,,,850-643-2275,
9011,127349,GAINESVILLE CITY SCHOOL DIST,GAINESVILLE,GA,30501,3506,,770-536-5275,
9012,16081096,Vermilion Country School,Tower,MN,55790,,info@vermilioncountry.org,218-753-1246,
9013,123044,WHITE TWP CONSOL SCHOOL DIST,BELVIDERE,NJ,07823,,,908-475-4773,2210
9014,124907,HILTON CENTRAL SCHOOL DISTRICT,HILTON,NY,14468,1253,,585-392-3450,
9015,199292,SCOTLAND COUNTY MEMORIAL LIBRARY,LAURINBURG,NC,28352,3720,,910-276-0563,
9016,17022828,Academy of Health Sciences Charter School,Rochester,NY,14615,,,585-254-1003,
9017,17019883,Al-Rasheed Academy,Lackawanna,NY,14218,,erate@alrasheedacademy.org,716-222-2040,
9018,16055010,Buffalo Hearing & Speech Center,BUFFALO,NY,14203,,,716-885-8871,
9019,15467,BUFFALO SEMINARY,BUFFALO,NY,14222,1207,,716-885-6780,
9020,15380,CANTALICIAN CENTER SCHOOL,BUFFALO,NY,14222,1295,,716-901-8700,
9021,93439,CHERRY CREEK ACADEMY,ENGLEWOOD,CO,80111,5203,richsivernell@gmail.com,303-741-9474,
9022,15870,General Council of Assemblies of God,ROCHESTER,NY,14612,3070,dbarry@greecechristian.org,716-723-1165,
9023,133683,MOOSE LAKE COMM SCHOOL DIST 97,MOOSE LAKE,MN,55767,,garret.hultgren@isd97.org,218-485-4435,
9024,15940,HILLEL SCHOOL,ROCHESTER,NY,14620,3353,,716-271-6877,
9025,15964,HOLY CHILDHOOD SCHOOL,ROCHESTER,NY,14623,4540,,585-359-3710,
9026,16081671,SALIDA DEL SOL ACADEMY,GREELEY,CO,80634,,info@salidadelsolacademy.org,970-347-8223,
9027,16038496,T. R. PAUL ACADEMY OF ARTS & KNOWLEDGE,FORT COLLINS,CO,80525,9483,,970-226-2800,
9028,16071827,YOUNG WOMEN'S COLLEGE PREP CHARTER SCH OF ROCHESTER,ROCHESTER,NY,14615,,,585-254-0320,
9029,16077652,EAGLE ELEMENTARY OF AKRON,AKRON,OH,44314,2405,,330-773-1100,
9030,17032308,Akiak Tribal Library,Akiak,AK,99552,,,703-624-8293,
9031,46351,A+ ARTS ACADEMY,COLUMBUS,OH,43205,,roedwards@aplusarts.com,614-725-1186,1003
9032,136868,Fox C-6 School District,ARNOLD,MO,63010,1432,,636-296-8000,
9033,114298,NEW HOPE CHRISTIAN SCHOOL,GRANTS PASS,OR,97527,8944,kerriec@newhopechristian.net,541-476-4588,
9034,139910,RYAN INDEP SCHOOL DISTRICT I,RYAN,OK,73565,,ttomberlin@ryan.k12.ok.us,580-757-2296,
9035,140250,NASHOBA SCHOOL DISTRICT 15,NASHOBA,OK,74558,,ccaughern@nashoba.k12.ok.us,918-755-4343,
9036,90330,NOTRE DAME SCHOOL,KERRVILLE,TX,78028,3504,,830-257-6707,
9037,123241,HARRISON TWP SCHOOL DISTRICT,MULLICA HILL,NJ,08062,,scharler@harrisontwp.k12.nj.us,856-478-2016,7053
9038,129985,BEAVERCREEK SCHOOL DISTRICT,BEAVERCREEK,OH,45431,2644,,937-426-1522,
9039,139998,LAVERNE PUBLIC SCHOOLS,LAVERNE,OK,73848,0040,mshipley@laverne.k12.ok.us,580-921-3362,
9040,141769,VAL VERDE COUNTY LIBRARY,DEL RIO,TX,78840,5150,library@valverdecounty.texas.gov,830-774-7595,
9041,123549,HILLSBOROUGH SCHOOL DIST,HILLSBOROUGH,NJ,08844,,,908-431-6600,
9042,106204,OJAI VALLEY SCHOOL,OJAI,CA,93023,2454,,805-640-2575,
9043,133685,MOUNTAIN IRON-BUHL DIST 712,MOUNTAIN IRON,MN,55768,0537,,218-735-8271,
9044,8631,OUR LADY OF GOOD COUNSEL SCHOOL,MOORESTOWN,NJ,08057,3521,school@olgc.me,609-235-7885,
9045,16028802,SER-NINOS CHARTER SCHOOL,HOUSTON,TX,77081,,,713-667-6145,
9046,17008992,NLC ISD 6076,VIRGINIA,MN,55792,,cnelis@northlandsped.org,218-471-1046,
9047,129551,HIGHLAND LOCAL SCHOOL DISTRICT,MEDINA,OH,44256,7920,,330-239-1901,
9048,122704,VERONA BOARD OF EDUCATION,VERONA,NJ,07044,1320,,973-239-2100,
9049,132152,DIKE-NEW HARTFORD SCHOOL DIST,DIKE,IA,50624,,,319-989-2552,
9050,204824,NEARI SCHOOL,Easthampton,MA,01027,,,413-540-0712,12
9051,131577,EAST GRAND RAPIDS SCHOOL DIST,GRAND RAPIDS,MI,49506,3111,amorey@egrps.org,616-235-3535,
9052,149096,MBLN Consortium,BOSTON,MA,02116,,KGillette@BPL.org,617-859-2120,
9053,125856,MIDD-WEST SCHOOL DISTRICT,MIDDLEBURG,PA,17842,1218,,570-837-0046,
9054,122619,NORWALK PUBLIC LIBRARY,NORWALK,CT,06850,3303,administration@norwalkpl.org,203-899-2780,
9055,140132,COLCORD INDEP SCHOOL DIST 4,COLCORD,OK,74338,,,918-326-4116,
9056,126639,DANVILLE CITY SCHOOL DISTRICT,DANVILLE,VA,24543,,sbarksda@mail.dps.k12.va.us,434-799-6400,
9057,123345,LOWER CAPE MAY REG SCHOOL DIST,CAPE MAY,NJ,08204,4637,mallettm@lcmrschools.com,609-884-3475,
9058,140661,LONGVIEW INDEP SCHOOL DISTRICT,LONGVIEW,TX,75602,,jlsmith@lisd.org,903-381-2200,
9059,142351,LA VETA PUBLIC LIBRARY,LA VETA,CO,81055,0028,director@lvpl.org,719-742-3572,
9060,135599,NEW LENOX SCHOOL DISTRICT 122,NEW LENOX,IL,60451,1413,,815-485-2169,
9061,136515,SOUTHEASTERN C U SCH DIST 337,AUGUSTA,IL,62311,,,217-392-2172,
9062,122509,NORTH HAVEN PUBLIC SCHOOLS,NORTH HAVEN,CT,06473,2518,,203-335-8303,
9063,16050238,LOWER MACUNGIE LIBRARY,MACUNGIE,PA,18062,,,610-966-6864,
9064,133882,MINNEOTA SCHOOL DISTRICT 414,MINNEOTA,MN,56264,9241,,507-872-6532,
9065,128933,PERRY COUNTY SCHOOL DISTRICT,HAZARD,KY,41701,9548,michael.smith2@perry.kyschools.us,606-439-5813,
9066,151522,COALFIELD PUBLIC LIBRARY,COALFIELD,TN,37719,,clpubliclibrary@gmail.com,865-435-4275,
9067,17002269,Public Libraries of Erie County,Erie,PA,16507,1554,DistrictConsultant@eriecountypa.gov,814-451-6923,
9068,194751,LATHAM SCHOOL,BREWSTER,MA,02631,,,508-896-5776,
9069,129338,CROOKSVILLE EX VLG SCH DIST,CROOKSVILLE,OH,43731,1013,,740-982-7040,
9070,122355,KILLINGLY PUBLIC SCHOOLS,DANIELSON,CT,06239,0210,,860-779-6600,
9071,123196,Haddonfield School District,HADDONFIELD,NJ,08033,1866,,856-429-7510,
9072,218252,AL MADINAH SCHOOL,BROOKLYN,NY,11215,,,718-222-4986,
9073,136003,MALDEN COMM CON SCHOOL DIST 84,MALDEN,IL,61337,,mpatterson@maldenschool.org,815-643-2436,
9074,133804,SPRINGFIELD SCHOOL DISTRICT 85,SPRINGFIELD,MN,56087,1202,,507-723-4283,
9075,129326,BARNESVILLE SCHOOL DISTRICT,BARNESVILLE,OH,43713,1069,,740-425-3615,
9076,123009,UNION BEACH PUBLIC SCHOOL DISTRICT,UNION BEACH,NJ,07735,,eertle@unionbeachschools.org,732-264-3133,
9077,139962,DOVER INDEP SCHOOL DISTRICT,DOVER,OK,73734,,,405-828-4206,
9078,16077420,VOLUNTEERS OF AMERICA-GNY BUSINESS OFFICE,BRONX,NY,10457,,,718-466-3580,
9079,17001613,Montessori Education Centre Charter School,Mesa,AZ,85204,,RLichtenberger@montessorictr.org,480-926-8375,
9080,16075475,SOUTH CENTRAL CALHOUN COMMUNITY SCHOOL DISTRICT,ROCKWELL CITY,IA,50579,,,712-297-7341,
9081,226953,LAD LAKE INC.,DOUSMAN,WI,53118,,,262-965-2131,
